kepid,name,period,epoch,duration
12366084,K00787.03,0.589376952,131.8694,0.07125
9872283,K01815.02,1.74610057,131.7921,0.05412499999999999
4951877,K00501.01,24.7962801,170.32595,0.3470833333333333
5544450,K03226.02,6.93650854,133.98309,0.15308333333333332
8226050,K01910.02,18.3848331,135.4745,0.14770833333333333
6779260,K02678.02,2.2165905,131.5607,0.041666666666666664
5443837,K00554.01,3.65849707,170.54381,0.10720833333333332
2832589,K01942.02,2.433703498,133.83759,0.040624999999999994
10793172,K02871.04,7.9788198,132.2596,0.11975
10285631,K00331.02,10.52286678,137.78844,0.079625
7504328,K00458.01,53.71798494,208.08042,0.17099999999999999
7199397,K00075.01,105.8817667,156.97935,0.7518333333333334
10157458,K01083.02,4.57797412,135.63058,0.11925
8261920,K02174.04,3.01609637,131.55327,0.06541666666666666
6716545,K02906.03,21.9424316,143.8807,0.31029166666666663
1723078,K07624.01,330.025002,364.8075,0.2774583333333333
9008220,K00466.01,9.391039263,170.539799,0.11827499999999999
9955262,K00076.01,77.4794704,154.70734,0.42146249999999996
7906892,K04773.02,11.1438086,131.725,0.329375
8320630,K04846.02,32.526674,137.3054,0.2850833333333333
9703198,K00469.01,10.32906563,174.608213,0.06
6289650,K00415.01,166.7876551,245.143036,0.24448333333333333
11135694,K04896.02,49.537365,172.1948,0.41091666666666665
8216763,K04838.03,24.0721647,148.9637,0.132125
6879865,K00417.01,19.193103549,176.966757,0.10593749999999999
3758499,K05007.02,80.881757,136.6708,0.5236666666666666
9552608,K00080.01,9.250572762,135.407531,0.15155416666666666
10221013,K00728.01,7.189379172,170.117783,0.08479583333333332
2299738,K07628.01,1.8134378,132.6703,0.32399999999999995
7619236,K00682.01,562.1725914,185.968547,0.41183749999999997
7630229,K00683.01,278.1243979,177.51831,0.16575
7730747,K00684.01,4.034914368,172.257813,0.074475
7906882,K00686.01,52.513548727,171.6745959,0.13642916666666666
7976520,K00687.01,4.17838675,171.98866,0.08845833333333333
2302997,K07630.01,16.2982201,134.7404,0.10658333333333332
8505215,K00099.01,2190.7010353,140.04806,0.8287916666666666
10265898,K00732.02,3.29534567,132.48799,0.07924999999999999
12600735,K00548.02,6.0799457,136.444,0.11274999999999999
10272442,K00734.02,70.2780911,151.32941,0.10275000000000001
4055765,K00100.01,9.9664004,141.15324,0.20886249999999998
5131180,K00641.01,14.85185526,177.9987,0.14692916666666667
10843431,K07378.02,56.391062,167.579,0.2375
10287242,K00735.01,22.34213536,171.55939,0.2692083333333333
5596440,K00648.01,10.47490332,171.99906,1.4080791666666665
9588822,K04388.02,61.858947,191.9736,0.8883333333333333
10610039,K04577.02,3.07365139,134.17117,0.08758333333333332
1025986,K07621.01,275.07365,315.2486,0.14041666666666666
11284772,K04622.02,4.50158249,134.1153,0.07729166666666666
4832837,K00605.02,5.06546874,131.94499,0.09179166666666666
5441980,K00607.01,5.89399142,173.485973,0.05307083333333333
10972902,K04692.02,7.6720844,134.1756,0.14379166666666665
6309763,K00611.01,3.251659087,171.0604906,0.06369166666666666
9413156,K04700.02,66.47762,184.2673,0.18695833333333334
9846348,K00716.01,26.89316101,179.95245,0.09694166666666666
2696205,K07636.01,0.702739679,131.533,0.057458333333333333
12251650,K00621.01,17.761998411,174.1831018,0.10268333333333332
12417486,K00622.01,155.042265,213.49978,0.4103333333333333
