name,period,cat_period,epoch,cat_epoch,duration,cat_duration,label
K02601.01,2.6221315279589863,2.622134451,131.8772660023934,131.87323,0.17756249999999993,0.1972916666666666,0
K02602.01,11.476253700614103,11.47685263,139.66544872651474,139.63194,0.1492833333333333,0.1148333333333333,1
K02379.01,40.007396453221624,40.0088894,141.76483715382795,141.74475,0.09039999999999995,0.1506666666666666,0
K02381.01,6.58693945810398,6.58738839,172.9377966769184,133.35768,0.1784249999999999,0.1982499999999999,0
K02382.01,0.7597047420271381,0.759706632,121.1388806775918,131.7692,0.049939999999999894,0.0453999999999999,0
K02383.01,4.370225898313168,4.37033233,131.94512743398556,131.92696,0.1185416666666666,0.1185416666666666,1
K02454.01,1.080656901855728,1.08070294,170.78777886296612,131.86686,0.1821625,0.140125,0
K02455.01,4.742521968046378,4.74254518,133.14528069560615,133.13916,0.03836249999999991,0.0426249999999999,0
K02456.01,18.137129230176388,18.13559979,138.25115635882426,138.31557,0.11777499999999999,0.084125,0
K02457.01,3.704385176150247,3.70429015,121.08012611781501,132.21478,0.12637499999999996,0.1404166666666666,1
K02530.01,40.520339022805594,37.3331165,148.96397604940162,162.90453,0.2866125,0.3184583333333333,1
K02532.01,7.971020129566921,7.9709719,134.04837176821104,134.0507,0.048348749999999975,0.0537208333333333,1
K02533.01,6.0340138410462165,6.03355539,137.0602383935856,137.121,0.33496666666666663,0.4187083333333333,1
K02533.02,9.049649742476072,9.49361221,137.17660297691893,136.1777807,0.38033333333333325,0.2716666666666666,0
K02534.01,3.0256445082783463,3.02558494,134.35127422361688,134.36744,0.11252999999999996,0.1250333333333333,1
K02605.01,0.9336910655801273,0.933746783,169.8624849615974,131.51962,0.19502083333333325,0.1772916666666666,0
K02606.01,6.167011296698914,6.09740316,124.71968785836297,133.32402,0.270375,0.193125,0
K02608.01,2.7613162234262254,2.7612237,120.54661248577982,131.6081,0.1533749999999999,0.1533749999999999,1
K02609.01,5.597314551110766,5.59727625,131.86467174568415,131.86798,0.0691249999999999,0.0691249999999999,0
K02385.01,50.5910844358528,50.5715805,160.90946893973216,161.11366,0.21735000000000002,0.15525,0
K02387.01,2.0323258186783058,2.032319072,132.31876123970105,132.32157,0.0698416666666666,0.0698416666666666,1
